Title,Date
"Star Trek: Voyager: Temporada 3: Escorpião: Parte 1","06/11/2019"
"Star Trek: Enterprise: Temporada 2: Primeiro voo","07/10/2019"
"Star Trek: Enterprise: Temporada 1: Broken Bow","07/10/2019"
"Stranger Things: Stranger Things 3: Capítulo oito: A batalha de Starcourt","25/08/2019"
"Stranger Things: Stranger Things 3: Capítulo sete: A mordida","23/08/2019"
"Jornada nas Estrelas: A nova geração: Temporada 6: A Queda, Parte I","22/08/2019"
"Stranger Things: Stranger Things 3: Capítulo seis: E pluribus unum","22/08/2019"
"Jornada nas Estrelas: A nova geração: Temporada 6: Demência","21/08/2019"
"Stranger Things: Stranger Things 3: Capítulo cinco: Os devorados","21/08/2019"
"Jornada nas Estrelas: A nova geração: Temporada 5: Eu, Borg","26/07/2019"
"Jornada nas Estrelas: A nova geração: Temporada 4: Família","24/07/2019"
"Stranger Things: Stranger Things 3: Capítulo dois: O caso dos ratos","23/07/2019"
"Jornada nas Estrelas: A nova geração: Temporada 7: Ligações","21/07/2019"
"Stranger Things: Stranger Things 3: Capítulo um: Está me ouvindo, Suzie?","16/07/2019"
"Star Trek: Voyager: Temporada 6: Virtuoso","15/07/2019"
"Star Trek: Voyager: Temporada 6: Num piscar de olhos","15/07/2019"
"Lemony Snicket: Desventuras em Série: Temporada 3: A Gruta Gorgônea: Volume 2","15/07/2019"
"Lemony Snicket: Desventuras em Série: Temporada 1: Mau Começo: Volume 1","15/07/2019"
"Aggretsuko: Temporada 2: Vida maravilhosa","15/07/2019"
"Aggretsuko: Temporada 2: Ela sonha","15/07/2019"
"Aggretsuko: Temporada 2: Ele mora acima das nuvens","15/07/2019"
"Aggretsuko: Temporada 2: Afeição cada vez maior","15/07/2019"
"Star Trek: Discovery: Temporada 1: Lete","12/07/2019"
"Star Trek: Discovery: Temporada 1: Escolha sua dor","12/07/2019"
"Aggretsuko: Temporada 2: Futuro desconhecido","11/07/2019"
"Aggretsuko: Temporada 2: Pela união","11/07/2019"
"Aggretsuko: Temporada 2: Impacto inevitável","11/07/2019"
"Aggretsuko: Temporada 2: Atraso duplo","10/07/2019"
"Aggretsuko: Temporada 2: O novo contratado Anai","10/07/2019"
"Aggretsuko: Temporada 2: Hora de crescer","09/07/2019"
"Aggretsuko: Temporada 1: Uma garota esforçada","09/07/2019"
"O Abismo Mágico: Temporada 1: Episódio 16","09/07/2019"
"O Abismo Mágico: Temporada 1: Episódio 15","08/07/2019"
"Cine Gibi: Turma da Mônica: Cine Gibi 1, O Filme","08/07/2019"
"Especiais temáticos da turma da Mônica: Turma da Mônica - As doze badaladas dos sinos de Natal","08/07/2019"
"Mônica Toy: Collection: Mônica Toy Collection: Temporada 1","07/07/2019"
"O Abismo Mágico: Temporada 1: Episódio 14","07/07/2019"
"O Abismo Mágico: Temporada 1: Episódio 13","06/07/2019"
"O Abismo Mágico: Temporada 1: Episódio 12","02/07/2019"
"O Abismo Mágico: Temporada 1: Episódio 11","01/07/2019"
"Jornada nas Estrelas: A nova geração: Temporada 4: Meia Vida","01/07/2019"
"Jornada nas Estrelas: A nova geração: Temporada 4: Inquisição","01/07/2019"
"7SEEDS: Parte 1: A primavera começa","01/07/2019"
"Mistério no Mediterrâneo","30/06/2019"
"O Abismo Mágico: Temporada 1: Episódio 10","30/06/2019"
"O Abismo Mágico: Temporada 1: Episódio 9","29/06/2019"
"Star Trek: Discovery: Temporada 1: A faca do açougueiro não ouve o berro do cordeiro","26/06/2019"
"Star Trek – A Série Animada: Temporada 1: Era uma vez um planeta","26/06/2019"
"Jornada nas Estrelas: A nova geração: Temporada 6: Direito de Nascença, Parte I","23/06/2019"
"Jornada nas Estrelas: A nova geração: Temporada 6: Trama","23/06/2019"
"Guerras do Brasil.doc: A revolução de 1930","18/06/2019"
"Guerras do Brasil.doc: As Guerras da Conquista","18/06/2019"
"Jornada nas estrelas: Temporada 3: Todos os nossos ontens","17/06/2019"
"Star Trek: Discovery: Temporada 1: Contexto é para reis","16/06/2019"
"O Abismo Mágico: Temporada 1: Episódio 8","13/06/2019"
"Star Trek: Discovery: Temporada 1: Batalha das Estrelas Binárias","12/06/2019"
"Star Trek: Discovery: Temporada 1: O olá vulcano","12/06/2019"
"O Abismo Mágico: Temporada 1: Episódio 7","10/06/2019"
"O Abismo Mágico: Temporada 1: Episódio 6","09/06/2019"
"O Abismo Mágico: Temporada 1: Episódio 5","07/06/2019"
"Black Mirror: Temporada 5: Striking Vipers","07/06/2019"
"O Abismo Mágico: Temporada 1: Episódio 4","05/06/2019"
"O Abismo Mágico: Temporada 1: Episódio 3","05/06/2019"
"O Abismo Mágico: Temporada 1: Episódio 2","03/06/2019"
"O Abismo Mágico: Temporada 1: Episódio 1","03/06/2019"
"A Garota que conquistou o tempo","20/05/2019"
"Os caça-fantasmas","20/05/2019"
"Jornada nas estrelas: Temporada 2: Um lobo entre os cordeiros","02/05/2019"
"Star Trek: Discovery: Temporada 2: Se não me falha a memória","02/05/2019"
"Star Trek: Discovery: Temporada 2: Doce tristeza - Parte 2","28/04/2019"
"Você Radical: Temporada 1: Operação resgate na selva - parte 1","28/04/2019"
"The Umbrella Academy: Temporada 1: O violino branco","28/04/2019"
"The Umbrella Academy: Temporada 1: Mudanças","27/04/2019"
"Star Trek: Discovery: Temporada 2: Doce tristeza - Parte 1","27/04/2019"
"Star Trek: Discovery: Temporada 2: Pelo Vale das Sombras","26/04/2019"
"The Umbrella Academy: Temporada 1: Ouvi um boato","26/04/2019"
"The Umbrella Academy: Temporada 1: O dia que aconteceu","25/04/2019"
"Star Trek: Enterprise: Temporada 2: Futuro do presente","24/04/2019"
"The Umbrella Academy: Temporada 1: O dia que não aconteceu","24/04/2019"
"The Umbrella Academy: Temporada 1: Número Cinco","21/04/2019"
"Jornada nas Estrelas: A nova geração: Temporada 5: Time's Arrow: Parte 1","21/04/2019"
"Star Trek: Enterprise: Temporada 2: Onda de choque - parte 2","21/04/2019"
"The Umbrella Academy: Temporada 1: Sentado na Lua","20/04/2019"
"Star Trek: Enterprise: Temporada 2: Carbon Creek","20/04/2019"
"Jornada nas Estrelas: A nova geração: Temporada 2: Elementar, Meu Caro Data","19/04/2019"
"The Umbrella Academy: Temporada 1: Comum (só que não)","19/04/2019"
"The Umbrella Academy: Temporada 1: Corre, cara, corre","18/04/2019"
"The Umbrella Academy: Temporada 1: A gente só se encontra em casamentos e funerais","14/04/2019"
"Jornada nas Estrelas: A nova geração: Temporada 2: Q Quem?","12/04/2019"
"Jornada nas Estrelas: A nova geração: Temporada 5: O Primeiro Dever","08/04/2019"
"Romance Is a Bonus Book: Temporada 1: Episódio 16","05/04/2019"
"Romance Is a Bonus Book: Temporada 1: Episódio 15","04/04/2019"
"Romance Is a Bonus Book: Temporada 1: Episódio 14","03/04/2019"
"Romance Is a Bonus Book: Temporada 1: Episódio 12","01/04/2019"
"Jornada nas Estrelas: Deep Space Nine: Temporada 4: O visitante","01/04/2019"
"Romance Is a Bonus Book: Temporada 1: Episódio 11","31/03/2019"
"Star Trek: Discovery: Temporada 2: Infinito perpétuo","30/03/2019"
"Romance Is a Bonus Book: Temporada 1: Episódio 10","30/03/2019"
"Romance Is a Bonus Book: Temporada 1: Episódio 9","29/03/2019"
"Romance Is a Bonus Book: Temporada 1: Episódio 8","28/03/2019"
"Romance Is a Bonus Book: Temporada 1: Episódio 7","27/03/2019"
"Romance Is a Bonus Book: Temporada 1: Episódio 6","26/03/2019"
"Romance Is a Bonus Book: Temporada 1: Episódio 5","25/03/2019"
"Romance Is a Bonus Book: Temporada 1: Episódio 4","24/03/2019"
"Star Trek: Discovery: Temporada 2: O anjo vermelho","24/03/2019"
"Romance Is a Bonus Book: Temporada 1: Episódio 3","22/03/2019"
"Romance Is a Bonus Book: Temporada 1: Episódio 2","21/03/2019"
"Romance Is a Bonus Book: Temporada 1: Episódio 1","20/03/2019"
"Star Trek: Discovery: Temporada 2: Projeto Dédalo","16/03/2019"
"Aggretsuko: Feliz Natal Metaleiro","13/03/2019"
"Star Trek: Discovery: Temporada 2: Luz e sombras","04/03/2019"
"Star Trek: Discovery: Temporada 2: O som do trovão","03/03/2019"
"O Fotógrafo de Mauthausen","25/02/2019"
"Jornada nas Estrelas: Deep Space Nine: Temporada 4: Indiscrição","25/02/2019"
"Jornada nas Estrelas: Deep Space Nine: Temporada 4: Juramento de Hipócrates","25/02/2019"
"Black Mirror: Bandersnatch","24/02/2019"
"Star Trek: Discovery: Temporada 2: Santos da imperfeição","23/02/2019"
"Jornada nas Estrelas II - A Ira de Khan","22/02/2019"
"Star Trek: Sem Fronteiras","21/02/2019"
"Star Trek: Enterprise: Temporada 4: Divergência","17/02/2019"
"Star Trek: Enterprise: Temporada 4: Praga","17/02/2019"
"Jornada nas Estrelas: A nova geração: Temporada 5: Luz Interior","11/02/2019"
"Star Trek: Discovery: Temporada 2: Uma moeda para Caronte","10/02/2019"
"Star Trek: Enterprise: Temporada 2: Campo minado","09/02/2019"
"Jornada nas Estrelas: A nova geração: Temporada 6: Legítimo Herdeiro","08/02/2019"
"Star Trek: Discovery: Temporada 2: Ponto de luz","08/02/2019"
"Star Trek: Discovery: Temporada 2: Novo Éden","08/02/2019"
"Star Trek: Discovery: Temporada 1: O lobo interior","01/02/2019"
"Star Trek: Discovery: Temporada 1: Ambição desmedida","01/02/2019"
"Jornada nas estrelas: Temporada 2: Uma guerra particular","25/01/2019"
"Jornada nas Estrelas: A nova geração: Temporada 3: O Preço","23/01/2019"
"Jornada nas Estrelas: Deep Space Nine: Temporada 6: Inquisição","17/01/2019"
"Star Trek: Discovery: Temporada 1: Segure a minha mão?","13/01/2019"
"Titãs: Temporada 1: Titãs","13/01/2019"
"Os 3 Lá Embaixo: Contos da Arcadia: Parte 1: Terra desconhecida - Parte 2","06/01/2019"
"Os 3 Lá Embaixo: Contos da Arcadia: Parte 1: Terra desconhecida - Parte 1","06/01/2019"
"Jornada nas estrelas: Temporada 2: Eu, Mudd","05/01/2019"
"Cavalo de Guerra","27/12/2018"
"Jornada nas Estrelas: A nova geração: Temporada 2: Correspondentes","17/12/2018"
"Silicon Cowboys","10/12/2018"
"Jornada nas estrelas: Primeiro contato","10/12/2018"
"Mogli - Entre Dois Mundos","10/12/2018"
"Steve Jobs: The Lost Interview","09/12/2018"
"Star Trek: Discovery: Temporada 1: A guerra por fora, a guerra por dentro","06/12/2018"
"Star Trek: Discovery: Temporada 1: O passado é um prólogo","06/12/2018"
"Star Trek: Discovery: Temporada 1: Apesar de você","05/12/2018"
"Jornada nas estrelas: Temporada 2: A caminho de Babel","03/12/2018"
"Hitler's Circle of Evil: Temporada 1: Colapso","03/12/2018"
"Hitler's Circle of Evil: Temporada 1: O começo do fim","02/12/2018"
"Hitler's Circle of Evil: Temporada 1: A ascensão dos bajuladores","02/12/2018"
"1983: Temporada 1: Envolvimento","02/12/2018"
"Hitler's Circle of Evil: Temporada 1: Ascensão e queda de Reinhard Heydrich","02/12/2018"
"Hitler's Circle of Evil: Temporada 1: A loucura de Rudolf Hess","02/12/2018"
"Hitler's Circle of Evil: Temporada 1: O grupo de Berghof","02/12/2018"
"Hitler's Circle of Evil: Temporada 1: O avanço do antissemitismo","02/12/2018"
"Hitler's Circle of Evil: Temporada 1: A queda de Röhm","29/11/2018"
"Hitler's Circle of Evil: Temporada 1: Reagrupando","24/11/2018"
"Hitler's Circle of Evil: Temporada 1: Heróis e desajustados","22/11/2018"
"Next Gen","22/11/2018"
"Batman Ninja","22/11/2018"
"Star Trek: Discovery: Temporada 1: Para a floresta eu vou","19/11/2018"
"Jornada nas Estrelas: A nova geração: Temporada 4: Futuro Imperfeito","18/11/2018"
"Marte: Temporada 1: Com os pés no chão","30/09/2018"
"Marte: Temporada 1: Um novo lar","30/09/2018"
"Kiss Me First: Temporada 1: Alguma coisa ela fez","07/08/2018"
"Final Space: Temporada 1: Capítulo 1","07/08/2018"
"O Mecanismo: Temporada 1: Lava Jato","06/08/2018"
"O experimento de Milgram","06/08/2018"
"Perdidos no Espaço: Temporada 1: Perigo, Will Robinson!","23/07/2018"
"Perdidos no Espaço: Temporada 1: Ressurreição","23/07/2018"
"Perdidos no Espaço: Temporada 1: Trajetória","22/07/2018"
"Perdidos no Espaço: Temporada 1: Pressurizado","22/07/2018"
"Perdidos no Espaço: Temporada 1: Homenagem póstuma","17/07/2018"
"Perdidos no Espaço: Temporada 1: Transmissão","10/07/2018"
"Perdidos no Espaço: Temporada 1: Os Robinsons estiveram aqui","10/07/2018"
"Perdidos no Espaço: Temporada 1: Infestação","05/07/2018"
"Perdidos no Espaço: Temporada 1: Diamantes no céu","02/07/2018"
"Perdidos no Espaço: Temporada 1: Impacto","01/07/2018"
"A Casa de Pequenos Cubinhos","20/06/2018"
"Uma Mulher Espetacular: Temporada 1: Episódio 5","17/06/2018"
"Enfeitiçado","17/06/2018"
"Jornada nas estrelas: Temporada 3: O piscar de um olho","02/06/2018"
"Já não me sinto em casa nesse mundo","01/06/2018"
"Brinquedos que Marcam Época: Temporada 2: Jornada nas Estrelas","31/05/2018"
"Thi Mai","31/05/2018"
"A Segunda Guerra em Cores: World War II in Colour: Mediterrâneo e Norte da África","30/05/2018"
"Star Trek: Enterprise: Temporada 4: Estas são as viagens...","19/05/2018"
"Star Trek: Enterprise: Temporada 4: Terra Prime","18/05/2018"
"Star Trek: Enterprise: Temporada 4: Demônios","18/05/2018"
"A Segunda Guerra em Cores: World War II in Colour: Sol nascente desenfreado","14/05/2018"
"A Segunda Guerra em Cores: World War II in Colour: Hitler ataca o leste","13/05/2018"
"3%: Temporada 2: Capítulo 10: Sangue","13/05/2018"
"3%: Temporada 2: Capítulo 9: Colar","13/05/2018"
"3%: Temporada 2: Capítulo 08: Sapos","13/05/2018"
"A Segunda Guerra em Cores: World War II in Colour: Grã-Bretanha contida","13/05/2018"
"A Segunda Guerra em Cores: World War II in Colour: Guerra-relâmpago","13/05/2018"
"A Segunda Guerra em Cores: World War II in Colour: A tempestade se avizinha","13/05/2018"
"3%: Temporada 2: Capítulo 07: Névoa","12/05/2018"
"3%: Temporada 2: Capítulo 06: Garrafas","11/05/2018"
"3%: Temporada 2: Capítulo 05: Lampião","09/05/2018"
"American Experience: Tesla","07/05/2018"
"3%: Temporada 2: Capítulo 04: Guardanapo","07/05/2018"
"Aggretsuko: Temporada 1: Um dia na vida de Retsuko","06/05/2018"
"Aggretsuko: Temporada 1: O fim do sonho","06/05/2018"
"Aggretsuko: Temporada 1: Um mundo cor-de-rosa","06/05/2018"
"Aggretsuko: Temporada 1: O Príncipe Egoísta","06/05/2018"
"Aggretsuko: Temporada 1: Karaokê","06/05/2018"
"Aggretsuko: Temporada 1: Puxa-saco","06/05/2018"
"Aggretsuko: Temporada 1: Segredo revelado","06/05/2018"
"Aggretsuko: Temporada 1: Casamento","06/05/2018"
"Aggretsuko: Temporada 1: Parasita","06/05/2018"
"3%: Temporada 2: Capítulo 03: Estática","04/05/2018"
"3%: Temporada 2: Capítulo 02: Torradeira","03/05/2018"
"Jornada nas estrelas: Temporada 3: O mundo finito","29/04/2018"
"3%: Temporada 2: Capítulo 1: Espelho","29/04/2018"
"O Jogo da Imitação","29/04/2018"
"Jornada nas Estrelas: A nova geração: Temporada 7: Página Sombria","05/04/2018"
"O Mecanismo: Temporada 1: Juízo final","01/04/2018"
"O Mecanismo: Temporada 1: O último respiro","31/03/2018"
"O Mecanismo: Temporada 1: Eles sabiam de tudo","31/03/2018"
"O Mecanismo: Temporada 1: Olhos vermelhos","30/03/2018"
"O Mecanismo: Temporada 1: Fundo falso","29/03/2018"
"O Mecanismo: Temporada 1: Ventos frios vindos do sul","29/03/2018"
"O Mecanismo: Temporada 1: Halawi","28/03/2018"
"Jornada nas estrelas: Temporada 2: O computador supremo","27/03/2018"
"A Reconquista","25/03/2018"
"The Cloverfield Paradox","19/03/2018"
"Bright","11/03/2018"
"Ícaro","18/02/2018"
"After Trek: Temporada 1: Episódio 14","15/02/2018"
"Star Trek","15/02/2018"
"O próximo convidado dispensa apresentação com David Letterman: Temporada 1: Barack Obama","12/02/2018"
"After Trek: Temporada 1: Episódio 11","10/02/2018"
"Jornada nas Estrelas: A nova geração: Temporada 2: Uma Questão de Honra","09/02/2018"
"After Trek: Temporada 1: Episódio 13","09/02/2018"
"Jornada nas Estrelas: Deep Space Nine: Temporada 6: Ressurreição","05/02/2018"
"Jornada nas Estrelas: A nova geração: Temporada 2: O Audacioso Okona","04/02/2018"
"Jornada nas Estrelas: Deep Space Nine: Temporada 6: Os magníficos ferengis","04/02/2018"
"After Trek: Temporada 1: Episódio 12","01/02/2018"
"Jornada nas Estrelas: A nova geração: Temporada 6: Segunda Chance","28/01/2018"
"Star Trek: Enterprise: Temporada 4: Reflexo sombrio - parte 2","26/01/2018"
"Jornada nas Estrelas: Deep Space Nine: Temporada 3: O outro lado do espelho","22/01/2018"
"Jornada nas Estrelas: Deep Space Nine: Temporada 5: Pingos às pencas","22/01/2018"
"Jornada nas estrelas: Temporada 2: O reflexo no espelho","22/01/2018"
"After Trek: Temporada 1: Episódio 10","19/01/2018"
"Peru: Tesouro Escondido","15/01/2018"
"Star Trek: Voyager: Temporada 4: Testemunha viva","15/01/2018"
"Luther: Temporada 1: Episódio 1","14/01/2018"
"Jornada nas Estrelas: Deep Space Nine: Temporada 2: Espelho, espelho meu","14/01/2018"
"Star Trek: Voyager: Temporada 1: Heróis e demônios","13/01/2018"
"After Trek: Temporada 1: Episódio 9","12/01/2018"
"Jornada nas Estrelas: A nova geração: Temporada 4: Reencontro","10/01/2018"
"Jornada nas estrelas: Temporada 3: A teia tholiana","08/01/2018"
"O Lugar Prometido em Nossa Juventude","07/01/2018"
"After Trek: Temporada 1: Episódio 1","06/01/2018"
"Jornada nas estrelas: Temporada 3: A marca de Gideon","06/01/2018"
"Jornada nas estrelas: Temporada 1: Missão de misericórdia","04/01/2018"
"O Nome da Rosa","03/01/2018"
"Black Mirror: Temporada 4: USS Callister","31/12/2017"
"LEGO Star Wars: The Yoda Chronicles: Temporada 1: O clone fantasma","30/12/2017"
"Era uma vez: Temporada 2: Maldição quebrada","29/12/2017"
"Batendo Novamente: Temporada 1: Episódio 1","29/12/2017"
"Your Name","29/12/2017"
"Jornada nas Estrelas: A nova geração: Temporada 4: Contatos Imediatos","27/12/2017"
"The Crown: Temporada 2: Homem misterioso","23/12/2017"
"Cosmos: Uma Odisseia do Espaço-Tempo: Temporada 1: Quando o Conhecimento Venceu o Medo","23/12/2017"
"Cosmos: Uma Odisseia do Espaço-Tempo: Temporada 1: Coisas que as Moléculas Fazem","21/12/2017"
"Jornada nas Estrelas: A nova geração: Temporada 3: Elo Perdido","21/12/2017"
"The Crown: Temporada 2: Paterfamilias","20/12/2017"
"The Crown: Temporada 2: Cara Sra. Kennedy","19/12/2017"
"Star Trek: Discovery: Temporada 1: Se queres a paz, prepara-te para a Guerra","19/12/2017"
"Star Trek: Discovery: Temporada 1: Magia para fazer o homem mais são ficar louco","18/12/2017"
"The Crown: Temporada 2: Matrimonium","17/12/2017"
"Star Trek: Enterprise: Temporada 4: Reflexo sombrio - parte 1","17/12/2017"
"The Crown: Temporada 2: Vergangenheit","17/12/2017"
"Star Trek: Enterprise: Temporada 4: Amarrados","17/12/2017"
"The Crown: Temporada 2: Marionetes","16/12/2017"
"The Crown: Temporada 2: Beryl","11/12/2017"
"The Crown: Temporada 2: Lisboa","11/12/2017"
"The Crown: Temporada 2: Uma companhia masculina","10/12/2017"
"The Crown: Temporada 2: Desventura","10/12/2017"
"Marvel - O Justiceiro: Temporada 1: Três da madrugada","08/12/2017"
"Star Trek: Enterprise: Temporada 4: Babel 1","06/12/2017"
"Armadilhas do Amor","06/12/2017"
"Star Trek – A Série Animada: Temporada 2: Paralelos","06/12/2017"
"Star Trek: Enterprise: Temporada 4: Daedelus","27/11/2017"
"Jornada nas Estrelas: Deep Space Nine: Temporada 4: O caminho do guerreiro","22/11/2017"
"Star Trek: Voyager: Temporada 7: Profecia","20/11/2017"
"Jornada nas estrelas: Temporada 1: Miri","20/11/2017"
"Jornada nas estrelas: Temporada 1: Onde nenhum homem jamais esteve","19/11/2017"
"After Trek: Temporada 1: Episódio 8","16/11/2017"
"After Trek: Temporada 1: Episódio 3","15/11/2017"
"After Trek: Temporada 1: Episódio 7","13/11/2017"
"Jornada nas Estrelas: A nova geração: Temporada 4: Irmãos","10/11/2017"
"Jornada nas Estrelas: A nova geração: Temporada 3: Sarek","10/11/2017"
"After Trek: Temporada 1: Episódio 2","10/11/2017"
"Star Trek: Voyager: Temporada 4: O jogo da morte: Parte 1","10/11/2017"
"Star Trek: Voyager: Temporada 2: Simulacros","10/11/2017"
"The Captains","06/11/2017"
"Star Trek: Enterprise: Temporada 4: Kir'Shara","05/11/2017"
"Star Trek: Enterprise: Temporada 4: O despertar","05/11/2017"
"After Trek: Temporada 1: Episódio 6","04/11/2017"
"Chaos on the Bridge","04/11/2017"
"Nossas Noites","03/11/2017"
"Jornada nas Estrelas: Deep Space Nine: Temporada 2: Juramento de sangue","03/11/2017"
"Jornada nas Estrelas: Deep Space Nine: Temporada 4: Fogo cruzado","03/11/2017"
"Jornada nas estrelas: Temporada 2: Problemas aos pingos","01/11/2017"
"Star Trek: Enterprise: Temporada 4: No deserto de Vulcano","30/10/2017"
"Jornada nas estrelas: Temporada 1: O punhal imaginário","30/10/2017"
"Star Trek: Enterprise: Temporada 4: Os aumentados","30/10/2017"
"Star Trek: Enterprise: Temporada 4: Estação Polar 12","29/10/2017"
"After Trek: Temporada 1: Episódio 5","29/10/2017"
"Star Trek: Enterprise: Temporada 4: Fronteira","23/10/2017"
"Star Trek: Enterprise: Temporada 4: Lar","23/10/2017"
"After Trek: Temporada 1: Episódio 4","22/10/2017"
"Jornada nas estrelas: Temporada 1: As mulheres de Mudd","22/10/2017"
"Jornada nas estrelas: Temporada 1: O demônio da escuridão","19/10/2017"
"Star Trek: Enterprise: Temporada 4: Os aenars","17/10/2017"
"Star Trek: Enterprise: Temporada 2: Julgamento","16/10/2017"
"Star Trek: Enterprise: Temporada 2: Cessar-fogo","25/09/2017"
"Star Trek: Enterprise: Temporada 2: Estigma","25/09/2017"
"Jornada nas Estrelas: A nova geração: Temporada 6: A Busca","24/09/2017"
"Jornada nas Estrelas: A nova geração: Temporada 6: Lições","18/09/2017"
"Jornada nas Estrelas: A nova geração: Temporada 7: Conhece-te a Ti Mesmo","04/09/2017"
"Star Trek: Enterprise: Temporada 2: Amanhecer","04/09/2017"
"Cosmos: Uma Odisseia do Espaço-Tempo: Temporada 1: Sala Limpa","31/08/2017"
"Cosmos: Uma Odisseia do Espaço-Tempo: Temporada 1: O Visionário da Eletricidade","21/08/2017"
"Star Trek: Enterprise: Temporada 2: A passarela","31/07/2017"
"Star Trek: Enterprise: Temporada 2: Carga preciosa","24/07/2017"
"Star Trek: Enterprise: Temporada 2: Ponto de fuga","27/05/2017"
"Star Trek: Enterprise: Temporada 2: Singularidade","20/05/2017"
"Star Trek: Enterprise: Temporada 2: O comunicador","08/05/2017"
"Star Trek: Enterprise: Temporada 2: O sétimo","16/04/2017"
"Star Trek: Enterprise: Temporada 2: Saqueadores","16/04/2017"
"Star Trek: Enterprise: Temporada 2: Uma noite na enfermaria","15/04/2017"
"Star Trek: Enterprise: Temporada 2: Ponto morto","15/04/2017"
"Jornada nas Estrelas: Deep Space Nine: Temporada 4: Paraíso perdido","10/04/2017"
"O Sol é para Todos","10/04/2017"
"Sherlock: Temporada 3: O sinal dos três","09/04/2017"
"Um Conto De Natal","02/04/2017"
"Como não Esquecer essa Garota","27/03/2017"
"Monty Python - O Sentido da Vida","26/03/2017"
"Star Trek: Enterprise: Temporada 1: Travessia no deserto","25/03/2017"
"Star Trek: Enterprise: Temporada 1: Herói em decadência","23/03/2017"
"Star Trek: Enterprise: Temporada 1: Vox Sola","20/03/2017"
"Star Trek: Enterprise: Temporada 1: Detidos","20/03/2017"
"Star Trek: Enterprise: Temporada 1: Oásis","19/03/2017"
"Star Trek: Enterprise: Temporada 1: Aquisição","13/03/2017"
"Star Trek: Enterprise: Temporada 1: Planeta errante","13/03/2017"
"O homem que viu o infinito","12/03/2017"
"Star Trek: Enterprise: Temporada 1: Fusão","09/03/2017"
"Star Trek: Enterprise: Temporada 1: Cápsula Auxiliar I","09/03/2017"
"Sherlock: Temporada 2: Um escândalo em Belgrávia","05/03/2017"
"The Crown: Temporada 1: Gloriana","04/03/2017"
"The Crown: Temporada 1: Assassinos","03/03/2017"
"The Crown: Temporada 1: Orgulho e Alegria","02/03/2017"
"The Crown: Temporada 1: Saber é Poder","26/02/2017"
"Star Trek: Enterprise: Temporada 1: Cães adormecidos","21/02/2017"
"The Crown: Temporada 1: Explosivo","20/02/2017"
"The Royals: Temporada 1: Casamentos da Realeza","20/02/2017"
"The Crown: Temporada 1: Ilusões","20/02/2017"
"The Crown: Temporada 1: Ato Divino","19/02/2017"
"The Crown: Temporada 1: Windsor","19/02/2017"
"THX 1138","13/02/2017"
"The Crown: Temporada 1: Hyde Park Corner","13/02/2017"
"A Máquina do Tempo","12/02/2017"
"The Crown: Temporada 1: Wolferton Splash","12/02/2017"
"Uma Mulher Espetacular: Temporada 1: Episódio 4","11/02/2017"
"Uma Mulher Espetacular: Temporada 1: Episódio 3","11/02/2017"
"Star Trek: Enterprise: Temporada 1: Caro Doutor","08/02/2017"
"Uma Mulher Espetacular: Temporada 1: Episódio 2","29/01/2017"
"Star Trek: Enterprise: Temporada 1: Inimigo silencioso","29/01/2017"
"Olga","29/01/2017"
"Jornada nas Estrelas: A nova geração: Temporada 3: Ménage à Troi","29/01/2017"
"Star Trek: Enterprise: Temporada 1: Frente fria","24/01/2017"
"Star Trek: Enterprise: Temporada 1: Mercadores do espaço","24/01/2017"
"Uma Mulher Espetacular: Temporada 1: Episódio 1","23/01/2017"
"Good Morning Call: Temporada 1: Enfim a sós","23/01/2017"
"Codegirl","23/01/2017"
"Star Trek: Enterprise: Temporada 1: Civilização","20/01/2017"
"Star Trek: Enterprise: Temporada 1: Quebrando o gelo","19/01/2017"
"Star Trek: Enterprise: Temporada 1: O incidente andoriano","16/01/2017"
"Star Trek: Enterprise: Temporada 1: Terra Nova","16/01/2017"
"Star Trek: Enterprise: Temporada 1: Inesperado","12/01/2017"
"Star Trek: Enterprise: Temporada 1: Explorar novos mundos","12/01/2017"
"Star Trek: Enterprise: Temporada 1: Luta ou fuga","12/01/2017"
"Contos Do Edgar: Season 1: Íris","11/01/2017"
"Jornada nas Estrelas: A nova geração: Temporada 4: Pistas","09/01/2017"
"Jornada nas Estrelas: A nova geração: Temporada 1: Solidão","08/01/2017"
"Jornada nas Estrelas: Deep Space Nine: Temporada 5: Uma simples investigação","07/01/2017"
"Star Trek: Voyager: Temporada 2: Inocência","31/12/2016"
"Star Trek – A Série Animada: Temporada 1: Além da estrela mais distante","24/12/2016"
"3%: Temporada 1: Capítulo 08: Botão","18/12/2016"
"3%: Temporada 1: Capítulo 07: Cápsula","10/12/2016"
"Buffy the Vampire Slayer: Temporada 6: A inundação","09/12/2016"
"Buffy the Vampire Slayer: Temporada 6: Vida em série","09/12/2016"
"3%: Temporada 1: Capítulo 06: Vidro","08/12/2016"
"3%: Temporada 1: Capítulo 05: Água","05/12/2016"
"3%: Temporada 1: Capítulo 04: Portão","04/12/2016"
"Jornada nas estrelas: Temporada 2: O sucessor","04/12/2016"
"Jornada nas estrelas: Temporada 1: Operação: Aniquilar!","04/12/2016"
"3%: Temporada 1: Capítulo 03: Corredor","03/12/2016"
"Jornada nas Estrelas: Deep Space Nine: Temporada 5: Aquele que não tiver pecados...","01/12/2016"
"Jornada nas Estrelas: Deep Space Nine: Temporada 5: Nem dos fortes a peleja","01/12/2016"
